Estación;Año;Día;Oct;Nov;Dic;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep
1363;1984-1985;28;1,45;8,65;9,00;9,00;6,62;7,25;11,45;7,60;2,35;1,45;0,97;0,77
1363;1984-1985;29;1,33;6,94;7,95;8,65;-;6,62;10,05;7,60;2,15;1,45;0,97;0,77
1363;1984-1985;30;1,33;18,11;8,65;7,60;-;5,99;8,65;7,60;2,01;1,45;0,85;0,77
1363;1984-1985;31;1,33;-;8,65;6,94;-;6,31;-;7,95;-;1,45;0,85;-
1363;1985-1986;1;0,77;0,60;1,59;2,93;5,36;15,65;6,94;7,25;2,74;1,59;0,97;0,85
1363;1985-1986;2;0,77;0,60;2,15;6,94;4,42;16,70;7,25;9,35;2,74;1,45;0,97;0,85
1363;1985-1986;3;0,77;0,60;1,87;4,42;4,10;13,90;8,30;8,65;2,74;1,45;0,97;0,85
1363;1985-1986;4;0,77;0,60;1,45;4,10;3,71;10,75;7,60;7,60;2,74;1,33;0,97;0,85
1363;1985-1986;5;0,77;0,60;1,21;3,32;3,71;10,05;7,60;7,60;2,54;1,33;0,85;0,85
1363;1985-1986;6;0,68;0,60;1,09;3,32;3,52;9,70;7,25;7,25;4,73;1,21;0,85;0,85
1363;1985-1986;7;0,68;0,60;1,09;3,32;3,13;9,35;7,25;6,94;4,10;1,21;0,85;0,77
1363;1985-1986;8;0,68;0,60;0,97;3,32;4,10;7,95;6,94;6,62;3,71;1,21;0,85;0,77
1363;1985-1986;9;0,68;0,60;0,97;3,13;4,42;7,25;6,94;8,30;3,52;1,21;0,85;0,77
1363;1985-1986;10;0,68;0,85;0,97;3,13;3,91;6,94;6,94;12,15;2,93;1,21;0,97;0,77
1363;1985-1986;11;0,68;1,09;1,21;3,13;3,71;6,62;8,30;12,85;2,74;1,21;1,09;0,77
1363;1985-1986;12;0,68;1,21;1,09;2,93;3,71;6,31;8,65;13,20;2,54;1,21;0,97;1,73
1363;1985-1986;13;0,68;1,21;1,09;2,93;5,68;6,94;7,95;12,50;2,35;1,21;0,97;1,09
1363;1985-1986;14;0,68;1,09;1,09;2,93;9,00;7,25;9,35;11,10;2,35;1,21;0,97;2,15
1363;1985-1986;15;0,68;1,09;0,97;3,32;10,75;7,25;11,45;10,05;2,15;1,21;0,85;1,45
1363;1985-1986;16;0,68;1,09;0,97;15,65;20,24;6,94;11,10;10,75;2,15;1,21;0,85;1,73
1363;1985-1986;17;0,68;1,09;0,97;10,05;23,05;7,95;10,75;10,40;2,01;1,21;0,97;3,52
1363;1985-1986;18;0,68;1,09;0,97;7,60;21,65;10,40;10,05;9,70;2,01;1,21;0,97;4,10
1363;1985-1986;19;0,68;1,09;0,97;6,31;20,95;9,70;9,35;9,00;1,87;1,21;0,97;3,71
1363;1985-1986;20;0,68;1,09;0,85;5,68;12,15;9,35;8,65;7,60;1,87;1,09;0,97;2,54
1363;1985-1986;21;0,68;0,97;0,85;5,68;10,40;11,10;10,75;5,99;1,87;1,09;0,85;2,01
1363;1985-1986;22;0,68;0,97;0,85;5,36;10,05;10,40;12,15;5,68;1,73;1,09;0,85;1,73
1363;1985-1986;23;0,68;0,97;0,85;4,73;21,65;10,75;9,70;5,36;2,15;1,09;0,85;4,73
1363;1985-1986;24;0,68;0,85;1,09;4,10;24,10;12,85;8,30;4,73;2,01;1,33;0,85;6,31
1363;1985-1986;25;0,68;0,85;9,00;3,91;20,24;14,25;7,25;4,10;1,87;1,33;0,85;4,10
1363;1985-1986;26;0,68;0,85;3,52;3,32;14,60;10,75;6,94;3,91;1,87;1,21;0,85;3,32
1363;1985-1986;27;0,68;0,85;2,74;3,32;13,90;9,00;6,94;3,91;1,73;1,21;0,85;3,32
1363;1985-1986;28;0,68;0,85;3,13;3,13;14,95;8,30;6,94;3,52;1,73;1,09;0,85;2,93
1363;1985-1986;29;0,68;0,85;2,54;3,32;-;7,95;6,62;3,52;1,59;1,09;0,85;2,93
1363;1985-1986;30;0,60;0,85;2,15;3,52;-;6,94;6,62;3,32;1,59;1,09;0,85;2,74
1363;1985-1986;31;0,60;-;1,87;4,10;-;6,94;-;2,93;-;0,97;0,85;-
1363;1986-1987;1;2,01;2,01;1,73;6,62;9,35;20,59;7,25;4,42;1,87;1,45;1,09;1,21
1363;1986-1987;2;1,87;1,87;1,73;6,62;9,70;16,70;11,80;4,73;1,73;1,33;1,09;1,21
1363;1986-1987;3;1,73;1,73;1,73;6,31;8,30;13,55;11,10;4,73;1,73;1,73;0,97;1,21
1363;1986-1987;4;2,74;1,73;1,59;5,36;6,62;11,80;8,65;4,42;1,73;1,45;0,97;1,09
1363;1986-1987;5;2,15;1,59;1,59;3,91;5,68;10,05;7,25;3,91;1,73;1,21;0,97;1,09
1363;1986-1987;6;2,01;1,59;1,59;3,71;4,73;9,00;6,62;3,71;1,73;1,21;0,97;1,09
1363;1986-1987;7;1,87;1,59;1,59;3,32;4,42;8,30;14,60;3,32;1,73;1,21;0,97;1,09
1363;1986-1987;8;1,59;1,59;1,73;3,32;4,42;7,25;12,15;3,13;1,73;1,09;0,97;1,09
1363;1986-1987;9;1,59;1,59;2,01;3,13;4,42;6,94;9,70;3,13;1,73;1,09;1,21;0,97
1363;1986-1987;10;1,45;1,45;2,01;5,05;4,42;5,68;7,95;2,93;1,59;1,09;1,09;0,97
1363;1986-1987;11;1,59;1,45;1,87;4,42;4,10;5,36;6,94;2,93;1,59;1,21;1,09;0,97
1363;1986-1987;12;1,59;2,54;1,87;4,10;6,62;5,36;6,31;3,13;1,59;1,09;1,09;0,97
1363;1986-1987;13;1,59;2,54;1,87;3,91;6,94;5,05;5,99;3,13;2,74;1,21;0,97;0,85
1363;1986-1987;14;1,59;3,71;2,54;3,71;8,65;4,73;5,68;2,93;2,54;1,59;0,97;0,85
1363;1986-1987;15;2,15;11,80;2,54;3,71;8,65;3,91;5,05;2,93;2,35;1,45;0,97;0,85
1363;1986-1987;16;3,52;5,05;2,93;3,91;10,75;3,32;4,73;2,93;2,15;1,33;0,97;0,85
1363;1986-1987;17;4,42;3,52;2,93;3,91;13,90;3,13;4,73;2,93;2,01;1,45;0,97;0,77
1363;1986-1987;18;4,73;2,93;2,93;3,91;13,20;3,13;4,42;2,93;1,87;1,33;0,97;0,77
1363;1986-1987;19;4,10;2,74;2,74;4,42;11,45;2,93;4,10;2,93;1,73;1,33;0,85;0,68
1363;1986-1987;20;3,32;2,74;2,93;4,42;9,70;2,93;3,52;2,74;2,01;1,21;0,85;0,68
1363;1986-1987;21;2,93;2,74;4,10;4,42;8,30;2,93;3,52;2,54;1,87;1,21;0,85;0,68
1363;1986-1987;22;2,93;2,54;6,31;4,42;7,95;2,93;3,32;2,54;1,87;1,09;0,85;0,68
1363;1986-1987;23;5,68;2,54;5,99;3,91;7,95;2,93;3,32;2,54;1,73;1,09;0,85;0,77
1363;1986-1987;24;3,32;2,35;5,05;4,73;8,30;2,74;5,68;2,54;1,59;1,09;0,97;0,85
1363;1986-1987;25;2,93;2,15;4,73;5,36;17,05;3,91;7,60;2,35;1,45;1,09;0,97;0,97
1363;1986-1987;26;2,93;2,15;4,42;21,30;16,35;5,99;5,36;2,35;1,45;1,09;0,97;1,33
1363;1986-1987;27;2,93;2,01;15,30;23,75;17,75;5,36;5,05;2,35;1,45;1,09;0,97;6,62
1363;1986-1987;28;2,74;2,01;14,25;22,00;28,20;5,05;5,05;2,15;1,45;1,09;0,97;2,74
1363;1986-1987;29;2,35;1,87;9,35;17,75;-;4,73;4,73;2,01;1,45;1,09;0,97;1,87
1363;1986-1987;30;2,15;1,87;6,94;14,60;-;5,05;4,73;1,87;1,45;1,09;0,85;1,59
1363;1986-1987;31;2,15;-;6,62;11,45;-;5,36;-;1,87;-;1,09;0,85;-
1363;1987-1988;1;1,45;9,69;8,63;2,85;13,55;5,28;10,04;8,98;4,40;3,03;1,59;0,97
1363;1987-1988;2;1,59;7,25;7,25;3,24;11,45;5,91;10,40;8,63;4,10;3,03;1,59;0,97
1363;1987-1988;3;2,33;5,58;9,69;3,46;10,40;5,91;10,04;7,94;3,89;2,85;4,69;0,85
1363;1987-1988;4;3,89;4,69;65,00;3,03;8,63;6,25;41,37;7,25;3,67;2,68;3,24;0,85
1363;1987-1988;5;2,50;3,89;35,57;4,10;8,29;5,91;42,85;6,92;3,46;4,99;2,85;0,97
1363;1987-1988;6;2,01;3,46;22,00;14,95;13,55;14,95;42,85;6,92;3,46;3,67;2,33;0,97
1363;1987-1988;7;1,73;3,03;20,95;8,63;14,95;16,35;42,09;7,94;3,67;3,46;2,01;0,97
1363;1987-1988;8;1,59;3,03;20,95;7,25;11,45;16,35;35,57;7,94;3,67;3,24;1,73;0,97
1363;1987-1988;9;1,45;3,03;15,30;5,58;14,95;14,95;39,18;8,98;3,67;3,24;1,73;0,97
1363;1987-1988;10;2,85;3,03;13,20;4,69;12,15;12,50;37,73;10,04;3,24;2,68;1,73;0,97
1363;1987-1988;11;4,10;4,69;13,90;5,28;10,75;12,85;17,05;10,04;3,24;2,50;1,73;0,97
1363;1987-1988;12;4,40;4,10;13,20;4,69;9,33;12,50;19,88;9,33;3,46;2,68;1,73;0,97
1363;1987-1988;13;3,67;3,46;25,49;4,69;7,94;11,80;20,95;9,33;3,46;2,50;1,59;0,97
1363;1987-1988;14;3,24;3,89;22,00;4,10;7,25;11,45;20,95;9,33;6,58;2,33;1,59;0,97
1363;1987-1988;15;8,63;3,89;18,46;6,92;5,91;13,55;24,80;12,50;6,58;2,15;1,45;0,97
1363;1987-1988;16;18,82;4,10;24,45;5,28;5,28;17,05;26,17;17,05;4,99;2,01;1,45;0,97
1363;1987-1988;17;15,30;3,89;23,41;4,69;4,69;14,60;20,24;17,05;3,67;1,87;1,33;0,97
1363;1987-1988;18;13,90;3,67;20,95;4,10;4,69;14,25;27,53;15,65;3,46;1,87;1,33;0,97
1363;1987-1988;19;4,69;3,24;14,95;4,10;4,69;12,85;22,00;13,90;3,46;3,24;1,33;0,97
1363;1987-1988;20;5,91;4,40;11,45;4,69;4,10;13,55;17,40;12,85;3,67;4,69;1,33;0,97
1363;1987-1988;21;5,28;2,85;8,63;4,10;3,89;14,60;14,25;11,45;3,67;2,85;1,21;0,97
1363;1987-1988;22;4,69;2,85;7,25;4,10;3,46;14,60;13,55;9,33;3,46;2,85;1,21;0,97
1363;1987-1988;23;4,40;8,63;5,91;4,69;3,67;11,10;13,90;8,63;3,89;2,33;1,09;0,97
1363;1987-1988;24;3,89;11,45;5,28;4,40;3,67;10,04;13,55;7,94;3,89;2,50;1,09;0,97
1363;1987-1988;25;3,67;14,25;4,69;9,33;3,46;9,33;13,55;7,25;3,46;2,15;1,09;0,97
1363;1987-1988;26;3,46;12,50;4,10;6,25;3,46;9,33;13,90;6,92;3,24;2,15;1,09;0,97
1363;1987-1988;27;6,25;13,55;3,89;11,45;3,67;9,33;12,85;6,92;3,24;2,01;1,09;0,97
1363;1987-1988;28;17,75;13,55;3,89;9,33;3,67;7,25;14,60;6,58;3,24;1,87;1,09;1,09
1363;1987-1988;29;10,04;13,20;3,46;20,59;3,67;6,58;10,40;5,91;3,24;1,87;1,09;1,09
1363;1987-1988;30;7,94;9,33;2,85;17,75;-;8,98;9,33;5,58;3,24;1,87;1,09;1,33
1363;1987-1988;31;14,25;-;3,89;13,55;-;8,98;-;4,69;-;2,01;0,97;-
1363;1988-1989;1;1,17;0,92;1,31;1,03;1,03;11,80;9,07;17,91;18,57;1,74;0,81;0,81
1363;1988-1989;2;1,17;0,92;2,63;1,03;1,03;13,17;8,73;15,89;15,21;1,74;0,81;0,81
1363;1988-1989;3;1,17;0,92;1,92;1,03;1,03;9,74;7,14;13,17;13,51;1,46;0,81;0,81
1363;1988-1989;4;1,17;0,92;1,60;1,03;1,03;7,74;13,85;11,80;11,12;1,60;0,81;0,81
1363;1988-1989;5;1,17;0,92;1,31;1,03;1,03;6,84;12,49;10,43;8,07;1,46;1,31;0,92
1363;1988-1989;6;1,17;0,92;2,10;1,03;1,03;6,84;12,15;9,07;7,14;1,74;1,03;0,92
1363;1988-1989;7;1,03;0,92;1,92;14,53;1,03;6,53;12,83;7,74;6,53;1,92;1,03;0,92
1363;1988-1989;8;1,03;1,03;1,60;5,96;1,03;5,96;12,49;5,96;5,96;1,60;1,03;0,92
1363;1988-1989;9;1,03;1,03;1,46;3,46;0,92;4,88;19,91;5,42;5,15;1,46;1,03;1,03
1363;1988-1989;10;1,03;1,03;1,31;3,25;0,92;3,91;16,90;4,88;4,39;1,60;1,03;1,03
1363;1988-1989;11;0,92;1,03;1,17;2,84;0,92;3,67;16,56;4,15;4,39;1,46;1,03;1,03
1363;1988-1989;12;0,92;0,92;1,17;2,63;0,92;3,67;16,90;4,15;4,15;1,46;1,03;1,03
1363;1988-1989;13;0,92;0,92;1,17;2,27;0,92;3,67;14,53;3,46;3,91;1,46;1,03;0,92
1363;1988-1989;14;4,39;1,03;1,03;1,92;0,92;3,25;12,15;3,46;3,67;1,31;1,03;0,92
1363;1988-1989;15;3,04;1,03;1,03;1,92;0,92;3,25;12,15;3,25;3,25;1,17;0,92;0,92
1363;1988-1989;16;1,92;1,03;1,03;1,92;0,92;3,04;12,83;3,04;3,04;1,03;0,92;0,81
1363;1988-1989;17;1,60;1,03;1,03;1,92;0,92;3,04;9,74;3,04;3,04;1,03;0,81;0,81
1363;1988-1989;18;1,31;1,03;1,03;1,60;0,92;3,04;8,73;2,84;2,84;1,03;0,81;0,81
1363;1988-1989;19;1,31;1,03;0,92;1,60;0,92;2,84;9,74;2,84;2,63;1,03;0,81;0,81
1363;1988-1989;20;1,31;1,03;0,92;1,46;1,17;2,63;10,43;2,63;2,45;1,03;0,81;0,81
1363;1988-1989;21;1,31;1,03;3,46;1,31;1,46;3,46;9,74;2,63;2,27;1,03;0,81;0,81
1363;1988-1989;22;1,31;1,03;3,46;1,17;1,46;3,91;9,40;2,84;2,27;1,03;0,81;0,81
1363;1988-1989;23;1,31;0,92;2,10;1,17;1,74;3,67;10,43;3,04;2,10;1,03;0,81;0,81
1363;1988-1989;24;1,46;0,92;1,74;1,17;1,46;3,46;9,74;5,69;1,92;1,03;0,81;0,81
1363;1988-1989;25;1,46;0,81;1,60;1,17;3,46;3,25;26,26;4,15;1,92;1,03;0,81;0,70
1363;1988-1989;26;1,31;0,81;1,46;1,17;3,25;3,04;25,91;3,91;1,74;1,03;0,81;0,70
1363;1988-1989;27;1,17;0,81;1,46;1,17;3,04;3,04;19,58;3,91;1,92;1,03;0,81;0,70
1363;1988-1989;28;1,17;0,81;1,31;1,17;4,88;11,12;26,60;3,91;1,74;0,92;0,81;0,60
1363;1988-1989;29;1,17;0,81;1,17;1,03;-;11,46;25,22;11,12;1,74;0,92;0,81;0,60
1363;1988-1989;30;1,03;0,81;1,03;1,03;-;13,17;21,24;13,85;1,74;0,92;0,81;0,60
1363;1988-1989;31;1,03;-;1,03;1,03;-;11,46;-;21,57;-;0,92;0,81;-
1363;1989-1990;1;0,70;0,70;6,84;3,25;4,15;1,92;2,63;18,04;2,84;1,46;0,92;0,81
1363;1989-1990;2;0,70;0,60;7,44;3,04;2,63;2,10;2,84;13,18;2,84;1,46;0,92;0,81
1363;1989-1990;3;0,70;0,60;6,23;3,25;5,96;2,10;4,15;10,44;3,91;1,46;0,92;0,81
1363;1989-1990;4;0,70;0,60;4,39;3,25;4,88;2,10;4,15;8,51;3,67;1,60;0,92;0,81
1363;1989-1990;5;0,70;0,60;3,46;3,25;5,69;1,92;4,88;6,54;3,46;1,60;0,92;0,92
1363;1989-1990;6;0,60;0,81;3,25;3,04;4,88;1,92;6,84;6,23;3,46;1,46;0,92;0,92
1363;1989-1990;7;0,60;1,03;2,84;3,04;4,39;1,92;9,28;5,42;3,46;1,31;0,92;0,81
1363;1989-1990;8;0,60;1,60;2,63;2,84;4,63;1,92;7,74;5,15;3,46;1,31;0,81;0,81
1363;1989-1990;9;0,60;1,03;2,63;2,84;4,63;1,92;11,22;4,88;3,46;1,31;0,81;0,81
1363;1989-1990;10;0,60;1,03;2,27;2,84;5,42;1,92;10,44;6,23;3,46;1,31;0,81;0,92
1363;1989-1990;11;0,60;1,03;2,27;3,04;5,15;1,92;21,80;5,42;3,46;1,31;0,81;0,92
1363;1989-1990;12;0,60;1,31;3,25;2,84;4,39;1,92;18,46;4,88;3,46;1,31;0,81;0,92
1363;1989-1990;13;0,60;1,92;3,67;2,84;3,67;2,10;15,59;4,88;3,46;1,31;0,81;0,81
1363;1989-1990;14;0,60;1,46;3,04;2,27;3,67;2,10;13,58;4,39;3,25;1,31;0,81;0,81
1363;1989-1990;15;0,60;1,31;17,22;2,10;3,46;2,10;11,61;4,63;3,04;1,31;0,81;0,81
1363;1989-1990;16;0,60;1,03;35,34;2,10;3,25;2,10;13,98;4,63;2,84;1,31;0,81;0,81
1363;1989-1990;17;0,49;1,03;32,65;3,25;3,04;2,10;15,59;3,91;2,63;1,31;0,81;0,81
1363;1989-1990;18;0,49;1,31;33,99;2,63;2,63;1,92;14,38;3,25;2,27;1,31;0,81;0,81
1363;1989-1990;19;0,49;20,54;24,78;2,27;2,45;1,92;12,79;3,67;2,27;1,17;0,81;0,81
1363;1989-1990;20;0,70;20,12;17,22;2,10;2,45;1,92;12,00;3,25;2,27;1,17;0,81;0,92
1363;1989-1990;21;0,70;11,61;26,07;2,10;2,27;2,10;13,18;3,25;2,27;1,17;0,81;0,92
1363;1989-1990;22;0,70;7,74;28,24;2,10;2,10;2,10;15,18;3,46;2,10;1,17;0,81;0,92
1363;1989-1990;23;0,81;5,42;18,87;2,10;2,10;2,63;19,70;4,63;2,10;1,17;0,81;0,92
1363;1989-1990;24;0,81;4,39;12,79;2,10;2,27;4,39;37,13;4,15;1,92;1,03;0,81;0,81
1363;1989-1990;25;0,70;3,67;10,83;2,27;2,27;3,91;37,58;3,91;1,92;1,03;0,81;0,70
1363;1989-1990;26;0,70;3,04;9,28;2,63;2,10;3,04;31,33;3,67;1,92;1,03;1,03;0,70
1363;1989-1990;27;0,70;3,04;7,44;2,27;2,10;2,84;26,51;3,67;1,74;1,03;0,92;0,81
1363;1989-1990;28;1,03;3,25;6,84;4,39;2,10;2,63;21,80;3,67;1,74;1,03;0,81;0,81
1363;1989-1990;29;0,92;3,04;5,96;4,88;-;2,27;21,38;3,67;1,60;0,92;0,81;0,81
1363;1989-1990;30;0,70;2,84;4,88;3,46;-;2,27;18,46;3,25;1,60;0,92;0,81;0,81
1363;1989-1990;31;0,60;-;3,67;3,46;-;2,45;-;3,04;-;0,92;0,81;-
1363;1990-1991;1;0,60;3,91;4,39;19,70;3,04;3,91;17,22;12,40;13,58;1,92;0,92;0,70
1363;1990-1991;2;0,60;2,63;3,91;14,78;2,84;7,74;16,40;27,37;10,05;1,74;0,92;0,70
1363;1990-1991;3;0,60;2,27;3,91;11,61;2,84;9,66;15,59;29,12;8,51;1,74;0,92;0,70
1363;1990-1991;4;0,70;3,46;3,67;10,05;2,63;15,59;13,98;20,96;7,44;1,60;0,92;0,70
1363;1990-1991;5;0,92;3,04;3,46;10,05;2,63;48,16;12,79;28,68;6,84;1,46;0,92;0,70
1363;1990-1991;6;1,03;2,84;3,25;7,74;2,63;53,33;10,83;23,92;6,54;1,31;0,81;0,70
1363;1990-1991;7;0,81;2,84;3,46;12,40;2,63;41,68;11,22;20,54;5,96;1,31;0,81;0,70
1363;1990-1991;8;1,31;7,74;3,91;11,61;2,63;30,44;11,61;26,07;5,42;1,17;0,81;0,70
1363;1990-1991;9;6,23;7,44;4,15;10,05;2,63;23,92;11,61;26,07;4,88;1,17;0,81;0,70
1363;1990-1991;10;3,04;5,42;4,15;18,04;2,63;21,80;12,40;22,22;4,88;1,03;0,81;0,81
1363;1990-1991;11;3,04;3,91;19,70;27,37;2,27;20,54;12,79;20,96;4,39;1,03;0,81;0,81
1363;1990-1991;12;2,27;3,91;18,46;15,59;2,10;34,44;13,58;19,70;3,91;1,03;0,81;0,81
1363;1990-1991;13;1,74;3,04;31,33;12,79;2,10;32,65;13,58;24,78;3,67;1,03;0,81;0,81
1363;1990-1991;14;1,31;2,84;20,12;10,05;1,92;26,07;13,18;30,44;3,46;1,03;0,81;0,81
1363;1990-1991;15;7,74;2,63;13,98;7,74;1,92;21,80;20,54;29,12;3,25;1,03;0,81;0,81
1363;1990-1991;16;4,39;2,10;9,66;6,84;1,92;20,96;22,22;27,37;3,25;1,03;0,81;0,70
1363;1990-1991;17;9,28;1,92;7,74;6,23;2,63;19,70;19,70;25,21;3,25;1,03;0,70;0,70
1363;1990-1991;18;5,15;1,74;6,54;5,42;3,04;15,59;17,22;23,07;3,04;0,92;0,70;0,70
1363;1990-1991;19;4,39;1,74;5,96;5,15;3,46;14,78;12,79;22,22;2,84;0,92;0,70;0,70
1363;1990-1991;20;3,25;1,60;4,88;5,15;3,46;12,79;11,61;19,70;2,63;0,92;0,70;0,70
1363;1990-1991;21;3,04;2,27;4,63;5,15;3,46;13,18;10,44;18,04;2,63;0,92;0,70;0,70
1363;1990-1991;22;3,04;2,27;4,39;4,88;3,25;11,61;10,05;17,22;2,63;1,03;0,70;0,70
1363;1990-1991;23;3,04;1,92;4,39;4,39;3,25;17,63;8,51;15,99;2,63;1,03;0,70;0,70
1363;1990-1991;24;3,04;2,84;4,39;4,15;3,04;18,04;7,74;13,98;2,45;1,03;0,70;0,70
1363;1990-1991;25;2,63;3,46;4,63;3,91;3,04;31,77;8,13;11,61;2,27;1,03;0,70;0,70
1363;1990-1991;26;3,67;2,45;7,44;3,46;3,67;29,12;10,05;10,05;2,27;0,92;0,70;0,70
1363;1990-1991;27;2,84;4,39;29,12;3,46;3,67;23,07;11,61;9,28;2,27;0,92;0,70;0,70
1363;1990-1991;28;2,63;6,84;27,81;3,46;3,46;22,65;12,00;8,51;2,10;0,92;0,70;0,70
1363;1990-1991;29;3,04;5,69;44,45;3,25;-;23,92;12,00;9,28;1,92;0,92;0,70;0,81
1363;1990-1991;30;2,63;4,88;34,89;3,25;-;20,54;12,40;9,28;1,92;0,92;0,70;11,61
1363;1990-1991;31;4,15;-;28,24;3,04;-;18,87;-;12,00;-;0,92;0,70;-
1363;1991-1992;1;3,46;2,27;8,51;1,60;1,31;1,03;6,54;12,40;2,63;5,42;1,46;1,60
1363;1991-1992;2;2,45;1,92;7,14;1,60;1,31;1,03;8,90;18,87;3,04;5,15;1,31;1,46
1363;1991-1992;3;1,92;1,92;6,54;1,60;1,31;1,03;22,65;15,59;3,25;4,39;1,31;1,17
1363;1991-1992;4;1,46;2,63;5,42;1,46;1,31;1,03;28,24;13,18;3,04;3,46;1,31;1,03
1363;1991-1992;5;1,31;2,63;4,88;1,46;1,31;1,03;38,04;13,18;3,04;3,46;1,17;1,03
1363;1991-1992;6;1,31;2,84;4,39;1,46;1,31;1,03;21,80;11,61;3,04;3,67;1,17;1,03
1363;1991-1992;7;1,46;2,84;4,39;1,46;1,31;1,03;19,70;10,83;3,25;3,46;1,17;1,03
1363;1991-1992;8;1,46;2,84;3,91;2,63;1,31;1,03;29,12;10,44;3,04;3,25;5,96;1,03
1363;1991-1992;9;2,45;2,27;3,67;7,44;1,17;1,03;33,10;10,83;3,04;3,04;3,04;1,03
1363;1991-1992;10;3,25;3,04;3,67;3,91;1,17;1,03;25,21;10,05;3,04;3,04;2,45;1,03
1363;1991-1992;11;3,67;2,84;3,46;3,04;1,46;1,03;24,35;9,66;2,63;2,84;1,60;1,03
1363;1991-1992;12;3,91;2,63;3,25;2,84;1,46;1,03;22,22;8,90;2,63;2,63;1,46;1,17
1363;1991-1992;13;1,60;3,91;3,25;2,63;2,84;1,03;21,80;8,51;2,45;2,45;1,46;1,17
1363;1991-1992;14;1,60;5,15;3,25;2,27;2,10;1,03;22,22;6,84;2,45;2,45;1,46;1,17
1363;1991-1992;15;3,67;8,90;3,04;2,10;1,74;1,03;26,51;5,96;2,63;2,45;1,31;1,17
1363;1991-1992;16;3,91;6,54;2,84;2,10;1,60;1,03;22,65;5,69;4,88;2,10;1,31;1,03
1363;1991-1992;17;2,84;4,88;2,84;1,92;1,46;1,03;17,22;5,15;7,74;2,10;1,17;1,03
1363;1991-1992;18;2,27;3,91;2,63;1,92;1,46;1,03;18,04;4,88;5,69;1,92;1,17;1,03
1363;1991-1992;19;6,54;3,46;2,63;1,92;1,46;1,03;21,38;4,88;4,39;1,60;1,03;1,03
1363;1991-1992;20;9,66;19,70;2,45;1,74;1,31;1,03;22,22;4,15;3,91;1,74;1,17;1,03
1363;1991-1992;21;7,74;16,40;2,45;1,74;1,31;1,03;23,07;3,91;3,46;1,92;1,17;1,03
1363;1991-1992;22;6,54;9,28;2,27;1,74;1,17;1,03;23,50;3,91;11,22;1,92;0,92;1,03
1363;1991-1992;23;5,15;8,51;2,27;1,74;1,17;1,03;23,92;3,46;29,12;1,92;0,92;1,03
1363;1991-1992;24;4,39;7,44;2,27;1,60;1,03;1,60;22,65;3,91;26,94;1,92;0,92;1,03
