Estación;Año;Día;Oct;Nov;Dic;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep
1363;1998-1999;22;2,27;1,03;4,88;11,61;14,78;5,96;10,44;5,69;1,46;0,81;0,49;5,69
1363;1998-1999;23;2,27;1,46;4,39;8,51;15,59;5,42;9,28;5,42;1,31;0,81;0,49;2,63
1363;1998-1999;24;2,27;1,31;4,39;6,84;16,40;4,88;7,44;4,88;1,31;0,81;0,49;1,60
1363;1998-1999;25;2,84;1,92;3,91;6,23;13,58;4,88;7,14;4,39;1,17;0,81;0,49;1,46
1363;1998-1999;26;2,63;3,91;3,67;6,54;12,00;4,88;6,54;4,15;1,17;0,81;0,49;1,31
1363;1998-1999;27;2,45;3,04;3,67;6,84;17,63;4,88;7,14;3,67;1,03;0,81;0,49;1,17
1363;1998-1999;28;2,27;2,63;3,67;6,54;20,12;8,51;8,51;3,46;1,03;0,81;0,49;1,03
1363;1998-1999;29;2,10;4,88;3,46;5,96;-;8,51;10,05;3,04;0,92;0,81;0,49;0,92
1363;1998-1999;30;2,10;11,22;5,15;5,42;-;8,51;8,90;2,63;0,92;0,81;0,49;0,92
1363;1998-1999;31;1,92;-;5,42;5,42;-;8,13;-;2,45;-;0,81;0,49;-
1363;1999-2000;1;1,03;3,91;12,40;6,54;3,46;4,15;6,84;8,90;2,63;1,03;0,70;0,42
1363;1999-2000;2;0,92;7,74;10,05;5,69;4,63;3,91;24,78;8,51;2,45;1,03;0,70;0,42
1363;1999-2000;3;0,92;8,51;8,51;5,42;4,39;3,67;28,68;7,74;2,63;1,03;0,70;0,42
1363;1999-2000;4;0,92;5,96;7,44;4,88;3,91;3,25;16,40;9,28;2,63;1,03;0,60;0,42
1363;1999-2000;5;0,92;4,63;7,44;4,39;3,46;3,04;12,79;7,74;2,84;1,03;0,60;0,42
1363;1999-2000;6;0,81;3,67;7,14;4,15;3,04;3,04;10,05;6,54;2,63;1,03;0,60;0,42
1363;1999-2000;7;0,81;3,04;6,54;3,91;3,04;2,84;8,51;8,13;2,27;1,03;0,60;0,42
1363;1999-2000;8;0,81;2,63;5,69;3,46;3,25;2,84;7,74;8,51;2,27;1,03;0,60;0,42
1363;1999-2000;9;0,81;2,27;5,42;4,39;4,15;3,04;11,61;8,13;2,45;1,03;0,60;0,42
1363;1999-2000;10;0,81;2,27;4,88;4,15;3,67;3,04;16,81;8,13;2,63;0,92;0,60;0,42
1363;1999-2000;11;0,92;2,63;4,39;3,91;4,15;3,04;44,45;8,13;2,45;0,92;0,60;0,49
1363;1999-2000;12;0,92;2,84;6,84;3,67;4,39;3,04;27,37;8,51;2,27;0,92;0,60;0,35
1363;1999-2000;13;1,17;2,63;6,54;3,67;4,15;2,84;20,54;7,74;2,10;0,92;0,60;0,35
1363;1999-2000;14;1,17;9,28;16,40;4,15;4,15;2,84;32,65;6,84;2,10;0,81;0,49;0,35
1363;1999-2000;15;1,03;24,78;28,24;4,15;3,91;2,84;23,92;6,23;1,92;0,81;0,49;0,35
1363;1999-2000;16;0,92;25,64;18,46;3,91;3,91;2,84;17,63;5,96;1,74;0,81;0,49;0,35
1363;1999-2000;17;1,17;20,54;14,78;3,91;3,91;2,84;12,79;5,96;1,60;0,81;0,49;0,35
1363;1999-2000;18;1,03;19,70;13,98;3,91;4,63;2,63;11,61;5,15;1,60;0,81;0,49;0,42
1363;1999-2000;19;1,03;29,12;18,87;3,67;4,15;2,63;13,18;4,63;1,46;0,81;0,49;0,49
1363;1999-2000;20;3,91;23,92;34,44;3,46;3,67;2,84;15,59;4,39;1,46;0,81;0,49;0,42
1363;1999-2000;21;3,25;20,12;23,07;3,25;3,46;2,84;14,78;4,88;1,46;0,81;0,49;0,35
1363;1999-2000;22;5,96;18,87;23,50;3,04;4,39;2,63;13,98;4,88;1,31;0,81;0,42;0,35
1363;1999-2000;23;5,96;12,79;23,92;3,04;13,98;2,63;12,40;4,88;1,31;0,70;0,42;0,35
1363;1999-2000;24;10,44;11,61;18,46;3,04;10,44;2,63;9,66;4,39;1,17;0,70;0,42;0,35
1363;1999-2000;25;5,96;10,83;15,59;2,84;7,74;2,45;13,18;3,91;1,17;0,70;0,42;0,42
1363;1999-2000;26;4,39;10,44;20,12;2,63;6,23;2,45;13,58;3,67;1,17;0,70;0,42;0,42
1363;1999-2000;27;4,63;10,05;21,38;2,63;5,69;3,04;10,83;3,67;1,17;0,70;0,42;0,42
1363;1999-2000;28;7,14;10,05;19,70;2,27;5,42;4,88;10,05;3,46;1,03;0,70;0,42;0,49
1363;1999-2000;29;5,42;13,98;13,18;2,27;4,88;4,88;9,66;3,25;1,03;0,70;0,42;0,60
1363;1999-2000;30;3,91;15,18;10,05;2,27;-;5,69;9,66;3,04;1,03;0,70;0,42;0,60
1363;1999-2000;31;3,91;-;7,74;2,45;-;6,54;-;2,63;-;0,70;0,42;-
1363;2000-2001;1;0,60;0,92;18,04;38,95;45,37;4,39;5,96;3,04;2,10;1,03;0,70;0,60
1363;2000-2001;2;0,49;2,84;14,38;28,24;37,13;19,70;5,42;3,25;1,92;1,03;0,70;0,60
1363;2000-2001;3;0,42;1,92;9,66;19,28;28,24;31,77;4,88;3,67;1,92;0,92;0,70;0,60
1363;2000-2001;4;0,42;1,31;10,44;19,70;21,80;30,00;5,15;8,13;1,92;1,17;0,70;0,60
1363;2000-2001;5;0,42;3,04;17,22;38,04;15,59;26,51;5,42;6,54;1,92;1,17;0,70;0,49
1363;2000-2001;6;0,42;10,05;18,87;30,00;35,34;39,86;5,42;6,84;1,74;1,31;0,70;0,49
1363;2000-2001;7;0,42;4,88;58,56;20,54;41,68;34,89;4,88;6,84;1,60;0,92;0,70;0,42
1363;2000-2001;8;0,42;3,25;46,29;16,40;32,65;23,07;4,39;5,96;1,60;0,92;0,60;0,42
1363;2000-2001;9;0,42;2,63;22,22;13,98;23,07;18,04;4,39;6,54;1,74;0,81;0,60;0,42
1363;2000-2001;10;0,42;2,45;17,63;11,61;18,46;15,59;4,15;5,69;3,04;0,81;0,60;0,42
1363;2000-2001;11;0,70;1,92;11,61;18,46;15,59;14,78;3,91;5,42;3,04;0,81;0,60;0,42
1363;2000-2001;12;0,70;2,63;11,61;21,38;12,40;12,79;3,46;4,88;2,27;0,81;0,60;0,42
1363;2000-2001;13;1,03;4,88;9,66;10,83;13,18;9,66;3,25;4,88;2,10;0,70;0,60;0,42
1363;2000-2001;14;1,17;3,46;8,90;20,96;10,83;8,90;3,25;4,39;1,92;0,92;0,60;0,42
1363;2000-2001;15;1,46;2,84;7,44;19,70;9,66;8,51;3,25;4,63;1,74;1,46;0,49;0,42
1363;2000-2001;16;1,74;2,63;6,54;13,98;8,51;7,74;3,04;4,39;1,60;1,17;0,49;0,42
1363;2000-2001;17;1,17;3,46;6,23;10,05;6,84;7,14;3,04;4,88;1,46;1,17;0,49;0,42
1363;2000-2001;18;0,92;3,25;5,69;8,13;6,54;6,54;2,84;4,39;1,31;0,81;0,49;0,42
1363;2000-2001;19;0,81;4,15;5,15;5,69;5,96;5,96;2,84;4,39;1,31;0,81;0,49;0,49
1363;2000-2001;20;0,81;4,88;4,39;4,88;5,42;7,74;2,63;4,39;1,17;0,81;0,49;0,49
1363;2000-2001;21;1,92;4,39;4,39;4,39;4,88;17,22;2,63;4,15;1,17;0,81;0,49;0,60
1363;2000-2001;22;1,46;10,05;14,78;4,39;4,39;18,87;2,84;3,91;1,03;0,81;0,42;0,81
1363;2000-2001;23;1,31;10,83;20,54;4,15;4,15;14,78;3,25;3,46;1,03;0,81;0,42;1,92
1363;2000-2001;24;1,03;8,13;12,79;11,61;4,15;12,79;3,25;3,25;1,03;0,81;0,42;1,46
1363;2000-2001;25;0,92;9,28;10,05;11,61;4,88;9,28;3,04;3,04;1,03;0,81;0,42;0,81
1363;2000-2001;26;0,81;7,74;9,28;13,18;3,91;6,84;2,84;2,84;1,03;0,81;0,42;0,70
1363;2000-2001;27;0,81;7,74;7,74;14,38;4,39;5,69;2,63;2,63;1,03;0,70;0,42;0,60
1363;2000-2001;28;0,70;6,84;8,13;24,78;4,39;4,88;2,63;2,27;1,03;0,70;0,70;0,60
1363;2000-2001;29;0,70;8,90;14,38;34,44;-;4,88;2,63;2,27;1,03;0,70;0,81;0,49
1363;2000-2001;30;0,70;7,74;24,78;20,54;-;6,23;2,63;2,10;1,03;0,70;0,70;0,49
1363;2000-2001;31;1,60;-;20,54;30,00;-;7,14;-;2,10;-;0,70;0,60;-
1363;2001-2002;1;0,49;0,70;5,96;3,91;2,10;4,88;3,04;3,25;2,10;2,63;0,35;2,46
1363;2001-2002;2;0,49;0,70;6,84;5,96;1,92;4,39;2,84;3,04;2,63;2,27;0,35;2,24
1363;2001-2002;3;0,42;0,60;5,96;11,61;2,45;3,91;3,04;4,39;3,04;1,92;0,28;2,35
1363;2001-2002;4;0,42;0,60;5,15;7,44;2,27;3,91;2,84;4,39;2,45;1,60;0,28;2,13
1363;2001-2002;5;0,42;0,60;4,39;5,15;3,91;4,63;2,45;14,38;3,91;1,46;0,28;1,95
1363;2001-2002;6;0,42;0,60;3,91;3,91;4,88;4,88;2,63;13,98;9,66;1,31;0,21;1,87
1363;2001-2002;7;0,42;0,49;3,46;3,25;6,54;5,15;2,45;17,22;10,05;1,03;0,21;1,95
1363;2001-2002;8;0,49;0,49;3,04;3,04;7,44;5,42;2,45;28,24;8,13;1,03;0,21;2,04
1363;2001-2002;9;0,49;1,17;2,84;2,84;5,69;5,69;2,27;41,68;6,84;1,03;0,21;2,24
1363;2001-2002;10;1,03;1,31;2,63;2,63;4,15;5,42;2,45;23,92;5,42;0,92;2,10;2,13
1363;2001-2002;11;0,70;1,03;2,27;2,27;3,91;4,88;3,25;19,70;4,39;0,92;1,03;2,04
1363;2001-2002;12;0,60;1,46;2,10;2,10;3,67;14,78;13,98;15,59;3,91;1,03;0,49;1,95
1363;2001-2002;13;0,60;15,59;1,92;1,92;3,67;39,86;19,70;13,98;3,46;1,03;0,35;1,87
1363;2001-2002;14;0,60;25,21;1,92;1,92;5,15;30,89;12,79;12,40;3,04;0,92;0,35;1,78
1363;2001-2002;15;0,70;10,83;1,60;2,10;4,88;19,70;10,05;10,05;2,84;0,92;0,28;1,69
1363;2001-2002;16;0,60;6,54;1,60;2,10;4,63;18,04;9,66;7,74;2,63;0,81;0,28;1,69
1363;2001-2002;17;0,60;5,42;1,60;1,92;4,15;13,18;11,61;7,14;2,45;0,70;0,28;2,13
1363;2001-2002;18;0,92;4,88;1,60;2,10;3,91;11,61;11,61;5,96;2,63;0,60;0,28;2,82
1363;2001-2002;19;1,31;4,63;1,46;2,10;4,15;12,79;10,83;4,88;3,25;0,49;0,28;2,96
1363;2001-2002;20;1,17;4,88;1,46;1,92;4,39;11,61;10,44;4,39;2,63;0,49;0,28;2,96
1363;2001-2002;21;1,31;4,63;1,46;1,92;7,44;10,05;9,28;4,15;2,63;0,42;0,21;2,82
1363;2001-2002;22;2,63;4,39;1,46;2,10;7,74;8,90;7,74;3,91;2,27;0,42;0,21;2,68
1363;2001-2002;23;2,84;3,67;1,31;4,63;7,14;6,84;6,23;3,46;2,10;0,42;0,21;4,21
1363;2001-2002;24;1,92;3,46;1,17;4,39;7,44;5,96;5,42;3,04;3,25;0,42;0,21;3,53
1363;2001-2002;25;1,31;5,96;1,17;3,67;6,84;5,42;5,15;3,46;3,91;0,42;0,28;2,96
1363;2001-2002;26;1,03;6,84;1,31;3,91;5,96;4,88;4,39;2,84;3,25;0,35;1,03;2,82
1363;2001-2002;27;0,92;5,96;1,17;3,04;6,84;4,39;4,15;2,84;4,39;0,35;1,92;2,57
1363;2001-2002;28;0,92;4,88;1,03;2,84;5,96;3,91;3,91;2,63;4,88;0,35;9,66;2,24
1363;2001-2002;29;0,81;5,69;1,03;2,63;-;3,67;3,67;2,45;3,91;0,42;5,03;2,13
1363;2001-2002;30;0,81;5,96;2,10;2,45;-;3,46;3,46;2,27;3,04;0,42;3,53;1,95
1363;2001-2002;31;0,81;-;3,91;2,45;-;3,04;-;2,27;-;0,42;2,96;-
1363;2002-2003;1;2,04;2,57;22,08;12,53;14,01;10,27;6,00;-;-;-;-;-
1363;2002-2003;2;1,95;2,46;21,45;12,06;12,78;10,06;5,84;-;-;-;-;-
1363;2002-2003;3;1,78;2,46;16,95;10,27;13,50;13,02;5,68;-;-;-;-;-
1363;2002-2003;4;1,78;2,35;15,04;9,03;20,81;11,14;5,52;-;-;-;-;-
1363;2002-2003;5;1,69;2,13;16,39;8,65;20,81;10,93;5,68;-;-;-;-;-
1363;2002-2003;6;1,62;2,35;18,09;8,45;21,45;10,06;5,84;-;-;-;-;-
1363;2002-2003;7;1,62;3,09;21,77;8,07;20,81;8,65;7,70;-;-;-;-;-
1363;2002-2003;8;1,69;2,82;18,38;7,70;16,11;8,26;10,06;-;-;-;-;-
1363;2002-2003;9;2,35;2,57;15,04;7,70;13,76;8,07;9,85;-;-;-;-;-
1363;2002-2003;10;1,95;2,46;13,26;7,34;12,06;8,07;9,03;-;-;-;-;-
1363;2002-2003;11;1,78;2,35;11,83;7,16;11,14;7,88;8,26;-;-;-;-;-
1363;2002-2003;12;1,87;2,13;10,49;6,82;11,83;7,88;7,52;-;-;-;-;-
1363;2002-2003;13;1,78;4,62;9,85;6,48;11,14;7,88;8,26;-;-;-;-;-
1363;2002-2003;14;2,57;7,09;13,76;6,48;10,27;8,07;15,84;-;-;-;-;-
1363;2002-2003;15;2,82;5,03;14,01;6,48;9,03;7,70;11,37;-;-;-;-;-
1363;2002-2003;16;3,23;4,41;11,83;6,65;8,45;7,16;9,24;-;-;-;-;-
1363;2002-2003;17;2,96;3,87;13,50;6,82;7,88;6,65;8,45;-;-;-;-;-
1363;2002-2003;18;2,68;3,53;17,80;7,16;7,34;6,48;8,45;-;-;-;-;-
1363;2002-2003;19;2,46;5,24;15,84;19,58;6,99;5,84;13,50;-;-;-;-;-
1363;2002-2003;20;2,57;6,79;13,02;17,51;6,48;5,84;14,52;-;-;-;-;-
1363;2002-2003;21;10,06;10,45;11,14;16,11;5,84;5,84;13,02;-;-;-;-;-
1363;2002-2003;22;5,99;7,97;10,71;13,50;6,00;5,84;10,71;-;-;-;-;-
1363;2002-2003;23;5,74;7,09;10,49;13,02;5,68;6,31;9,44;-;-;-;-;-
1363;2002-2003;24;4,83;5,74;9,85;11,60;7,52;6,15;8,45;-;-;-;-;-
1363;2002-2003;25;4,41;6,79;9,24;10,27;22,08;5,84;8,65;-;-;-;-;-
1363;2002-2003;26;3,70;5,74;23,08;9,03;14,77;6,31;9,44;-;-;-;-;-
1363;2002-2003;27;3,23;5,99;33,02;11,14;10,27;8,26;10,27;-;-;-;-;-
1363;2002-2003;28;2,96;7,09;22,08;12,78;8,65;7,88;10,27;-;-;-;-;-
1363;2002-2003;29;2,82;8,66;15,57;12,78;-;6,82;10,49;-;-;-;-;-
1363;2002-2003;30;3,09;20,12;13,26;16,11;-;7,34;10,49;-;-;-;-;-
1363;2002-2003;31;2,82;-;11,60;18,97;-;10,27;-;-;-;-;-;-
1363;2011-2012;1;-;-;2,45;4,28;3,68;9,05;6,56;11,75;3,92;2,03;1,27;1,17
1363;2011-2012;2;-;-;3,26;4,11;3,96;9,28;6,67;10,86;5,47;1,75;1,25;1,11
1363;2011-2012;3;-;-;3,82;3,95;3,83;9,38;6,66;15,86;6,50;1,91;1,25;1,10
1363;2011-2012;4;-;-;3,99;3,97;3,73;11,09;6,36;18,70;4,96;1,76;1,25;1,10
1363;2011-2012;5;-;-;3,99;3,86;34,76;12,21;6,53;15,96;4,05;1,75;1,25;1,10
1363;2011-2012;6;-;-;3,99;3,85;114,12;9,84;6,45;14,02;3,48;1,75;1,37;1,10
1363;2011-2012;7;-;-;4,82;4,22;160,96;8,56;33,23;12,96;3,31;1,94;1,30;1,10
1363;2011-2012;8;-;8,64;5,74;3,85;67,33;8,66;25,94;17,21;3,29;1,72;1,25;1,10
1363;2011-2012;9;-;7,59;5,83;3,72;28,11;8,58;17,94;19,12;3,18;1,58;1,14;1,10
1363;2011-2012;10;-;6,70;4,07;3,48;17,90;8,40;16,70;18,08;2,76;1,95;1,13;1,44
1363;2011-2012;11;-;6,22;3,76;3,38;14,11;8,20;13,21;15,02;2,97;1,93;1,16;1,14
1363;2011-2012;12;-;6,51;3,43;3,20;11,40;7,88;13,59;12,84;2,69;1,90;1,19;1,10
1363;2011-2012;13;-;5,50;3,33;3,03;10,10;7,87;15,67;11,08;3,22;1,75;1,15;1,15
1363;2011-2012;14;-;4,86;3,57;2,98;10,87;8,15;24,86;9,56;2,58;1,87;1,31;1,14
1363;2011-2012;15;-;4,83;3,04;2,80;11,90;8,29;43,08;8,64;2,52;1,58;1,25;1,10
1363;2011-2012;16;-;4,32;3,79;3,06;11,86;8,24;38,56;7,52;2,33;1,58;1,20;1,10
1363;2011-2012;17;-;3,81;4,48;3,11;11,24;8,12;31,24;7,10;2,58;1,56;1,15;1,10
1363;2011-2012;18;-;3,43;4,29;3,29;10,54;7,42;38,28;7,05;2,53;1,41;1,10;1,10
1363;2011-2012;19;-;3,69;4,16;5,07;10,21;7,17;35,21;6,82;2,68;1,61;1,10;1,14
1363;2011-2012;20;-;3,81;4,56;4,58;9,92;6,81;31,66;6,65;2,47;1,45;1,10;1,21
1363;2011-2012;21;-;3,59;5,73;4,58;9,36;6,39;33,74;6,16;2,41;1,41;1,10;1,10
1363;2011-2012;22;-;4,14;5,37;4,26;8,89;5,98;31,00;5,77;2,48;1,41;1,10;1,22
1363;2011-2012;23;-;6,42;4,89;4,05;8,55;6,09;23,96;5,43;2,20;1,41;1,28;1,10
1363;2011-2012;24;-;5,37;5,62;3,84;8,41;5,99;21,23;5,30;2,01;1,41;1,21;1,10
1363;2011-2012;25;-;4,54;5,18;3,78;8,79;6,15;20,10;5,06;2,27;1,38;1,10;1,10
1363;2011-2012;26;-;3,96;4,81;3,61;8,79;6,33;19,00;5,02;2,00;1,57;1,10;1,10
1363;2011-2012;27;-;3,56;4,48;3,71;8,79;6,70;14,65;4,73;1,95;1,39;1,12;1,10
1363;2011-2012;28;-;3,24;4,17;3,47;8,80;6,78;13,10;4,52;2,10;1,38;1,10;1,10
1363;2011-2012;29;-;2,96;4,69;3,50;8,81;6,70;12,76;4,31;1,90;1,53;1,10;1,28
1363;2011-2012;30;-;2,80;4,29;3,27;-;6,78;12,67;4,13;1,82;1,41;1,10;1,35
1363;2011-2012;31;-;-;4,25;3,46;-;6,80;-;3,77;-;1,53;1,20;-
1363;2012-2013;1;1,25;3,00;5,25;3,63;19,96;8,86;21,05;16,58;5,04;2,23;1,10;0,98
1363;2012-2013;2;1,10;2,84;4,83;3,63;22,76;8,60;15,92;31,74;5,04;2,23;1,10;0,98
1363;2012-2013;3;1,10;2,73;4,01;3,63;21,05;9,12;13,40;19,96;4,62;2,23;1,10;0,86
1363;2012-2013;4;1,10;2,86;6,85;3,25;15,92;11,05;12,80;21,61;4,21;2,07;0,98;0,86
1363;2012-2013;5;1,10;2,77;6,38;3,25;16,91;14,33;13,10;21,05;4,01;1,92;0,98;0,86
1363;2012-2013;6;1,04;2,46;5,25;3,07;20,50;21,61;13,10;19,42;4,01;1,77;1,22;0,86
1363;2012-2013;7;0,91;1,93;7,83;3,07;19,42;28,34;12,20;19,42;6,38;1,77;1,22;1,10
1363;2012-2013;8;0,95;2,49;11,62;2,90;18,89;36,87;13,10;16,25;6,61;1,63;1,35;1,10
1363;2012-2013;9;0,95;2,11;7,58;2,90;21,61;21,05;13,71;13,40;6,61;1,49;1,35;1,22
1363;2012-2013;10;0,95;1,93;6,61;2,90;16,25;16,25;14,33;11,62;6,15;1,77;1,22;0,86
1363;2012-2013;11;0,95;2,30;5,69;2,90;16,58;14,02;14,64;9,93;5,47;1,63;1,22;0,86
1363;2012-2013;12;1,18;2,69;4,83;4,83;14,33;13,10;18,37;8,60;5,04;1,77;1,22;0,98
1363;2012-2013;13;1,10;2,69;4,62;3,07;12,80;11,91;14,33;8,08;5,04;1,63;1,22;0,98
1363;2012-2013;14;1,10;2,69;17,86;5,69;30,35;11,05;14,33;7,34;4,21;1,63;1,22;0,98
1363;2012-2013;15;1,24;2,90;18,89;5,25;23,35;11,33;14,96;7,58;3,82;1,63;1,10;0,98
1363;2012-2013;16;1,16;3,11;13,10;6,15;20,50;12,80;13,40;7,09;3,44;1,49;1,10;0,98
1363;2012-2013;17;1,32;4,22;11,62;11,62;19,42;14,33;11,91;7,09;4,62;1,63;1,10;0,98
1363;2012-2013;18;3,28;6,61;9,39;32,44;18,37;14,33;11,33;7,58;4,41;1,49;1,10;0,98
1363;2012-2013;19;3,86;8,19;10,76;98,27;11,91;12,80;9,66;7,58;4,21;1,49;1,10;0,98
1363;2012-2013;20;2,34;5,97;11,62;46,69;10,76;12,20;8,08;8,08;4,01;1,35;1,10;0,98
1363;2012-2013;21;1,74;5,20;9,12;27,68;14,64;11,33;7,34;7,58;3,82;1,35;1,10;0,98
1363;2012-2013;22;1,44;4,46;7,83;17,86;15,60;14,96;6,61;7,09;3,63;1,35;1,10;0,86
1363;2012-2013;23;1,30;4,22;7,58;13,71;16,58;15,60;6,61;6,85;3,44;1,35;1,10;0,86
1363;2012-2013;24;1,14;3,76;6,85;15,28;13,10;13,10;6,61;6,38;3,25;1,35;1,10;0,86
1363;2012-2013;25;1,23;3,54;6,61;14,33;11,62;11,62;6,61;5,92;3,07;1,35;0,98;0,86
1363;2012-2013;26;1,25;3,32;5,69;18,37;10,21;14,96;6,61;5,69;2,90;1,35;0,98;0,86
1363;2012-2013;27;14,64;3,32;4,83;19,42;10,21;15,60;6,85;5,47;2,98;1,35;0,98;0,86
1363;2012-2013;28;9,88;6,23;4,41;33,16;9,66;16,58;6,85;5,25;2,72;1,35;0,98;0,98
1363;2012-2013;29;5,66;3,32;4,01;16,58;-;20,50;6,85;5,69;2,55;1,35;0,98;0,98
1363;2012-2013;30;4,16;6,50;3,82;19,42;-;40,80;9,12;5,92;2,39;1,10;0,98;1,10
1363;2012-2013;31;3,46;-;3,63;20,50;-;25,15;-;5,47;-;1,10;0,98;-
1363;2013-2014;1;0,98;2,07;6,38;8,86;15,60;39,20;149,47;3,82;6,38;1,63;1,10;0,86
1363;2013-2014;2;1,22;1,77;5,92;9,66;13,40;41,61;183,44;3,82;5,25;2,39;1,10;0,98
1363;2013-2014;3;5,92;2,55;5,04;9,66;11,05;24,54;56,85;3,25;4,62;2,07;1,10;0,86
1363;2013-2014;4;6,85;4,21;5,04;11,05;11,91;16,25;44,96;3,25;4,21;1,92;1,10;0,98
1363;2013-2014;5;2,90;7,09;4,83;10,21;11,62;13,40;25,15;2,72;3,82;1,63;1,10;0,98
1363;2013-2014;6;1,77;6,85;4,41;11,91;19,42;11,62;21,05;2,72;3,44;1,63;0,98;0,98
1363;2013-2014;7;1,49;4,41;4,41;11,91;18,37;10,21;19,42;2,72;3,25;1,63;1,10;0,98
1363;2013-2014;8;1,22;3,44;4,21;11,91;16,58;9,12;15,60;2,72;3,25;1,63;0,98;0,86
1363;2013-2014;9;1,10;3,07;4,21;11,91;12,50;8,86;12,80;2,39;2,90;1,63;0,98;0,98
1363;2013-2014;10;1,10;3,25;3,82;9,66;12,50;8,60;11,91;2,39;2,72;1,63;0,98;0,98
1363;2013-2014;11;1,10;3,25;3,44;8,86;12,20;7,58;11,91;2,23;2,55;1,22;1,10;0,86
1363;2013-2014;12;1,10;2,90;3,82;7,34;11,91;7,34;10,76;2,07;2,39;1,22;0,98;0,86
1363;2013-2014;13;1,10;2,55;5,69;6,61;14,02;6,85;9,66;1,92;2,39;1,22;0,98;0,86
1363;2013-2014;14;0,98;2,55;7,83;5,92;20,50;6,38;9,12;2,55;2,23;1,22;0,98;0,86
1363;2013-2014;15;0,98;4,62;5,69;6,61;19,42;6,15;8,86;2,72;2,23;1,22;0,98;0,98
1363;2013-2014;16;0,98;15,92;5,25;7,09;13,40;5,92;7,83;2,72;2,07;1,22;0,98;0,86
1363;2013-2014;17;0,98;9,66;4,83;6,38;11,62;5,92;7,09;2,72;2,23;1,22;0,98;0,86
1363;2013-2014;18;0,98;10,76;4,83;6,15;9,66;5,92;6,85;2,55;1,92;1,22;0,98;0,86
1363;2013-2014;19;0,98;27,68;6,61;5,92;8,34;6,38;7,38;2,55;2,07;1,22;0,98;0,86
1363;2013-2014;20;0,98;33,16;6,15;5,69;8,34;5,25;6,15;2,72;2,07;1,22;0,98;0,86
1363;2013-2014;21;0,98;9,39;5,47;5,92;7,58;5,92;5,92;4,21;1,92;1,22;0,98;0,86
1363;2013-2014;22;0,86;9,93;5,04;8,60;7,09;5,92;5,69;4,62;2,07;1,22;0,98;0,98
1363;2013-2014;23;1,10;9,12;5,04;9,66;6,85;5,25;5,25;4,62;1,77;1,22;0,98;1,63
1363;2013-2014;24;0,98;7,58;87,96;10,21;6,38;5,04;4,83;3,82;1,92;1,10;0,98;1,35
1363;2013-2014;25;0,98;6,38;54,92;16,58;6,61;5,92;4,83;3,44;1,92;1,10;0,98;0,86
