Estación;Año;Día;Oct;Nov;Dic;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep
1363;2013-2014;26;0,98;5,92;16,91;15,60;5,92;14,96;4,41;3,44;1,92;0,98;0,98;0,98
1363;2013-2014;27;0,98;5,69;15,60;12,50;6,15;14,02;4,21;3,13;1,77;1,10;0,98;0,86
1363;2013-2014;28;0,86;5,04;15,60;10,21;6,38;9,12;3,82;5,47;1,63;1,10;0,98;0,86
1363;2013-2014;29;0,98;4,83;11,62;9,66;-;14,33;3,82;8,08;1,63;0,98;0,98;0,86
1363;2013-2014;30;1,10;6,38;9,66;9,66;-;19,96;3,82;8,34;1,63;1,10;0,98;0,86
1363;2013-2014;31;2,72;-;8,34;13,71;-;28,34;-;7,09;-;1,10;0,86;-
1363;2014-2015;1;-;1,52;14,64;4,72;-;-;15,40;7,65;2,25;1,11;1,32;1,19
1363;2014-2015;2;-;1,48;10,24;4,30;18,40;-;13,48;7,63;2,17;1,22;1,15;1,33
1363;2014-2015;3;-;1,89;15,89;4,01;26,43;-;11,70;7,24;1,97;1,14;0,97;2,62
1363;2014-2015;4;-;3,08;13,20;3,81;17,87;-;10,87;9,05;1,94;1,01;0,98;2,09
1363;2014-2015;5;-;3,55;9,43;3,63;12,72;24,25;9,70;10,57;2,07;1,10;0,89;1,44
1363;2014-2015;6;-;3,58;10,27;3,38;10,63;17,19;9,47;8,22;1,99;1,24;0,86;1,27
1363;2014-2015;7;-;3,04;11,36;3,15;9,20;15,82;9,31;6,95;1,73;1,07;-;1,25
1363;2014-2015;8;-;1,91;9,55;2,90;8,17;15,21;9,26;6,70;1,88;1,11;1,04;1,10
1363;2014-2015;9;2,35;1,77;9,56;2,71;7,56;14,32;9,45;6,40;1,78;1,13;0,94;1,02
1363;2014-2015;10;1,67;1,68;8,01;2,60;7,59;13,66;10,40;5,68;2,21;1,04;0,98;0,98
1363;2014-2015;11;1,05;1,80;7,09;2,60;7,71;13,63;9,46;4,97;1,95;0,92;-;1,06
1363;2014-2015;12;0,97;1,85;6,47;2,88;7,65;12,67;9,18;4,60;1,77;0,92;-;0,86
1363;2014-2015;13;0,97;2,48;7,72;3,02;8,87;12,52;9,35;4,31;1,66;1,03;-;0,94
1363;2014-2015;14;0,96;3,23;12,14;2,94;11,10;10,65;9,15;4,03;1,57;1,00;-;0,82
1363;2014-2015;15;0,86;2,68;12,76;2,84;16,46;9,24;9,25;3,72;2,18;0,97;-;0,93
1363;2014-2015;16;0,94;2,32;21,26;3,03;25,11;8,13;8,97;3,48;1,91;0,90;-;3,64
1363;2014-2015;17;4,45;2,91;21,14;2,83;-;7,18;8,24;3,31;1,64;0,94;0,90;2,01
1363;2014-2015;18;3,05;2,54;13,11;3,23;19,24;6,61;8,13;3,25;1,38;0,99;-;1,45
1363;2014-2015;19;1,76;2,24;9,63;5,41;13,23;6,74;7,83;3,44;1,41;0,95;-;1,19
1363;2014-2015;20;1,30;3,13;7,98;4,81;12,16;6,68;7,13;3,14;1,21;0,94;-;1,12
1363;2014-2015;21;1,08;2,76;7,53;6,22;26,96;6,64;6,87;3,33;1,11;0,99;-;1,12
1363;2014-2015;22;0,97;2,47;6,47;9,38;21,79;7,68;7,36;2,97;1,29;1,11;0,88;1,00
1363;2014-2015;23;0,96;2,37;5,67;7,98;21,92;7,59;7,22;2,81;1,20;1,08;1,07;0,98
1363;2014-2015;24;0,90;3,02;5,03;6,26;21,20;12,50;6,65;2,74;1,29;0,98;0,96;0,98
1363;2014-2015;25;0,90;5,70;4,65;7,11;15,10;13,77;6,87;2,75;1,29;0,97;0,98;0,98
1363;2014-2015;26;0,84;4,26;4,24;7,02;18,67;18,34;8,53;2,62;1,33;0,82;1,79;1,04
1363;2014-2015;27;0,82;3,49;3,97;5,75;29,34;-;8,86;2,58;1,23;0,94;2,03;0,93
1363;2014-2015;28;0,96;4,49;6,78;6,07;24,44;-;9,20;2,47;1,20;0,81;-;0,81
1363;2014-2015;29;1,02;5,43;6,67;9,98;-;22,17;8,60;2,48;1,36;-;-;-
1363;2014-2015;30;1,06;22,00;5,67;-;-;17,06;7,69;2,44;1,21;1,24;-;-
1363;2014-2015;31;1,09;-;5,11;-;-;16,76;-;2,27;-;1,79;0,97;-
1363;2015-2016;1;0,94;2,66;5,84;2,77;4,71;11,18;17,65;7,08;3,27;1,92;1,34;0,98
1363;2015-2016;2;0,75;2,62;4,82;2,92;4,34;11,74;16,51;6,72;3,09;1,89;1,22;0,98
1363;2015-2016;3;0,78;2,78;4,16;2,83;4,28;13,59;18,37;6,77;2,91;1,72;1,22;0,98
1363;2015-2016;4;0,78;2,64;3,72;3,68;4,08;13,11;16,27;7,07;3,03;2,05;1,22;0,89
1363;2015-2016;5;2,63;2,66;3,41;3,47;3,87;13,64;14,60;7,44;2,91;3,65;1,22;0,86
1363;2015-2016;6;3,10;2,41;3,16;3,07;3,85;13,30;12,76;8,25;2,73;2,81;1,14;0,97
1363;2015-2016;7;2,01;2,28;2,97;3,30;4,53;21,00;12,37;9,54;2,55;2,75;1,10;0,86
1363;2015-2016;8;1,57;2,09;2,87;4,53;4,00;18,10;11,80;21,95;2,33;2,32;1,12;0,86
1363;2015-2016;9;1,36;1,96;2,82;4,96;4,34;20,11;10,56;23,32;2,22;1,89;1,10;0,86
1363;2015-2016;10;1,22;1,75;2,59;11,53;7,22;27,82;10,53;18,24;2,29;1,70;1,21;0,88
1363;2015-2016;11;1,22;1,70;2,55;17,20;12,07;22,53;9,43;13,97;2,19;1,86;1,19;0,86
1363;2015-2016;12;5,25;1,59;2,41;8,14;24,15;15,74;8,66;13,22;1,96;1,69;1,10;0,94
1363;2015-2016;13;6,36;1,48;2,15;6,19;28,19;13,26;8,09;20,89;1,98;1,58;1,10;0,86
1363;2015-2016;14;3,51;1,45;2,21;9,64;17,26;12,38;12,56;17,44;1,74;1,45;1,10;0,97
1363;2015-2016;15;2,74;1,39;2,16;10,83;25,64;11,27;16,64;13,43;1,82;1,49;1,08;1,05
1363;2015-2016;16;2,32;1,38;2,10;8,36;15,02;10,60;24,36;11,48;1,82;1,37;1,11;4,17
1363;2015-2016;17;1,99;1,28;1,97;6,98;11,50;9,85;20,34;9,82;2,00;1,35;0,98;1,79
1363;2015-2016;18;1,97;1,26;1,84;6,74;10,09;9,33;14,63;8,86;2,25;1,42;0,98;1,19
1363;2015-2016;19;7,57;1,23;1,75;5,98;9,25;9,52;14,72;7,71;1,93;1,29;1,04;1,06
1363;2015-2016;20;14,50;1,23;2,28;5,20;9,84;12,48;18,30;6,90;1,84;1,28;1,01;0,98
1363;2015-2016;21;7,16;3,10;2,33;4,65;13,91;12,91;20,04;6,63;1,80;1,28;0,98;1,00
1363;2015-2016;22;4,80;4,57;1,98;5,97;14,73;14,95;18,40;6,43;1,98;1,28;0,99;0,98
1363;2015-2016;23;3,63;5,37;1,95;7,27;13,02;13,15;15,82;5,72;1,92;1,26;0,98;0,98
1363;2015-2016;24;3,03;3,66;1,88;7,11;12,74;10,51;17,78;5,14;2,22;1,22;0,98;0,98
1363;2015-2016;25;2,73;8,85;1,76;6,54;11,69;10,88;14,34;4,87;2,83;1,25;0,98;0,98
1363;2015-2016;26;2,76;11,47;1,63;5,57;11,72;26,06;12,80;4,69;2,46;1,24;0,98;0,97
1363;2015-2016;27;5,65;22,66;1,63;5,08;12,23;29,88;11,48;4,21;2,38;1,22;0,98;0,99
1363;2015-2016;28;4,50;14,47;1,62;4,90;18,50;15,96;9,79;3,99;2,05;1,22;0,98;0,98
1363;2015-2016;29;3,79;10,16;2,87;6,51;14,58;19,44;8,72;3,84;1,97;1,23;0,98;0,97
1363;2015-2016;30;3,32;7,30;2,58;5,54;-;21,00;8,12;3,82;1,99;1,22;0,98;0,87
1363;2015-2016;31;2,90;-;2,68;4,98;-;22,18;-;3,48;-;1,22;0,98;-
1363;2016-2017;1;0,86;-;3,32;-;6,01;5,48;5,94;2,42;2,02;2,04;-;-
1363;2016-2017;2;-;-;3,20;-;7,69;5,32;5,24;2,28;1,89;-;-;-
1363;2016-2017;3;-;-;2,99;-;10,66;5,99;4,89;2,20;1,93;-;-;-
1363;2016-2017;4;-;-;2,95;-;39,36;5,44;4,60;2,11;2,13;-;-;-
1363;2016-2017;5;-;3,35;3,35;-;40,42;5,01;4,49;2,20;2,18;-;-;-
1363;2016-2017;6;-;2,42;3,01;-;19,45;6,08;4,21;2,96;2,00;-;-;-
1363;2016-2017;7;-;3,50;2,69;2,10;17,01;6,08;4,00;2,44;1,93;-;-;-
1363;2016-2017;8;-;3,69;2,35;-;13,29;5,82;3,82;2,27;1,88;-;-;-
1363;2016-2017;9;-;6,37;2,21;-;11,22;5,58;3,74;2,23;1,88;-;-;-
1363;2016-2017;10;-;5,39;2,18;2,17;9,28;5,60;3,81;2,19;1,88;-;-;-
1363;2016-2017;11;-;4,63;2,23;2,36;7,59;5,82;3,69;2,27;-;-;-;-
1363;2016-2017;12;-;5,55;2,30;2,25;10,49;6,77;3,49;2,33;1,88;-;-;-
1363;2016-2017;13;2,53;10,29;2,22;2,35;91,80;9,88;3,29;2,34;1,88;-;-;-
1363;2016-2017;14;2,24;7,39;2,27;2,51;39,84;9,27;3,19;2,16;1,88;-;-;-
1363;2016-2017;15;-;5,27;2,04;2,83;25,56;9,56;3,18;2,01;-;-;-;-
1363;2016-2017;16;-;4,24;2,52;6,66;18,39;9,16;3,01;1,96;-;-;-;-
1363;2016-2017;17;-;3,55;2,09;24,65;13,89;8,50;2,90;2,13;-;-;-;-
1363;2016-2017;18;-;3,00;2,15;14,14;12,09;7,54;2,75;3,75;-;-;-;-
1363;2016-2017;19;-;2,65;2,12;8,21;10,59;7,01;2,66;4,44;-;-;-;-
1363;2016-2017;20;-;2,98;2,51;5,95;8,95;6,49;2,59;3,50;-;-;-;-
1363;2016-2017;21;-;4,78;2,24;5,01;8,07;6,74;2,46;2,89;-;-;-;-
1363;2016-2017;22;-;4,03;2,31;4,35;7,54;6,16;2,30;2,71;-;-;-;-
1363;2016-2017;23;4,39;3,95;2,18;3,90;7,18;5,64;2,27;2,41;-;-;-;-
1363;2016-2017;24;2,83;4,68;2,24;3,42;7,07;5,27;2,26;2,23;-;-;-;-
1363;2016-2017;25;2,15;4,20;2,15;3,32;6,56;4,96;2,25;2,12;-;-;-;-
1363;2016-2017;26;2,24;3,59;2,31;3,16;6,13;4,84;2,67;2,52;-;-;-;-
1363;2016-2017;27;-;3,54;2,15;3,37;5,95;6,75;2,60;3,47;-;-;-;-
1363;2016-2017;28;-;3,84;1,94;2,92;5,88;5,98;2,33;2,41;-;-;2,02;-
1363;2016-2017;29;-;3,41;-;2,83;-;5,70;2,35;2,32;-;-;-;-
1363;2016-2017;30;-;3,20;-;4,44;-;6,06;2,27;2,30;2,09;-;-;-
1363;2016-2017;31;-;-;-;6,87;-;7,07;-;2,08;-;-;-;-
1363;2017-2018;1;0,73;0,65;6,58;10,05;8,12;12,62;14,39;6,22;15,25;2,81;1,97;1,17
1363;2017-2018;2;0,69;0,65;5,61;9,05;9,17;16,09;23,11;5,77;16,91;2,72;1,97;1,17
1363;2017-2018;3;0,65;0,66;4,86;9,56;9,93;15,68;28,73;11,59;13,62;2,52;1,90;1,17
1363;2017-2018;4;0,67;0,90;4,13;8,91;14,90;12,79;23,62;11,03;12,05;2,58;1,83;1,17
1363;2017-2018;5;0,65;3,76;3,79;8,84;13,39;11,68;18,34;9,40;13,00;2,55;1,85;1,17
1363;2017-2018;6;0,65;3,81;3,67;7,54;11,17;10,29;18,38;8,95;14,59;2,52;1,84;1,17
1363;2017-2018;7;0,65;2,70;4,23;8,42;9,86;8,69;20,06;9,37;12,68;2,50;1,82;1,17
1363;2017-2018;8;0,65;4,92;18,16;8,35;8,58;7,77;15,53;9,37;25,09;2,24;1,80;1,17
1363;2017-2018;9;0,65;4,99;23,11;7,27;10,38;15,64;16,82;8,13;29,18;2,15;1,80;1,17
1363;2017-2018;10;0,65;19,95;42,87;6,87;13,31;39,85;17,10;6,51;19,99;2,15;1,80;1,17
1363;2017-2018;11;0,65;11,38;90,53;6,67;21,93;24,66;15,06;5,85;19,52;2,15;1,80;1,17
1363;2017-2018;12;0,65;6,25;28,87;6,34;29,56;16,87;14,08;5,33;20,83;2,15;1,80;1,17
1363;2017-2018;13;0,65;5,52;18,75;6,11;19,55;13,04;13,39;4,54;17,98;2,15;1,80;1,17
1363;2017-2018;14;0,65;4,61;31,02;5,49;33,61;19,15;13,77;9,31;13,82;2,15;1,80;1,17
1363;2017-2018;15;0,65;3,66;25,36;5,07;80,27;20,87;15,53;9,41;11,59;2,09;1,80;1,17
1363;2017-2018;16;0,65;3,12;18,99;6,27;82,86;13,90;16,52;7,56;9,75;1,97;1,80;1,17
1363;2017-2018;17;0,65;2,45;14,35;7,60;69,42;11,77;15,80;6,43;7,94;1,97;1,80;1,17
1363;2017-2018;18;0,65;2,05;14,08;6,52;38,56;10,14;18,52;5,50;6,44;1,97;1,80;1,12
1363;2017-2018;19;0,73;1,81;45,16;5,83;29,11;9,28;21,14;4,84;5,47;2,01;1,80;1,04
1363;2017-2018;20;0,65;1,73;23,83;5,14;41,94;9,77;20,10;4,55;4,79;4,69;1,80;1,04
1363;2017-2018;21;0,65;1,61;15,64;5,13;36,61;9,12;18,33;4,14;4,27;5,58;1,43;1,03
1363;2017-2018;22;0,65;1,48;11,94;4,95;25,21;9,71;15,64;3,78;3,91;3,89;1,17;1,03
1363;2017-2018;23;0,65;1,47;9,97;4,18;18,70;15,15;14,02;3,55;3,50;2,86;1,17;1,03
1363;2017-2018;24;0,65;1,48;8,00;3,84;14,78;29,83;13,54;3,67;3,09;2,28;1,17;1,03
1363;2017-2018;25;0,65;4,43;6,60;3,71;12,42;28,44;12,95;4,34;2,89;2,15;1,17;1,03
1363;2017-2018;26;0,65;4,99;5,86;5,06;11,58;21,43;11,47;12,13;2,75;2,15;1,17;1,03
1363;2017-2018;27;0,65;3,99;8,71;7,91;10,59;22,31;10,28;11,46;4,62;2,15;1,17;1,03
1363;2017-2018;28;0,65;3,40;10,52;8,89;9,56;26,68;9,22;12,74;3,03;2,01;1,17;1,03
1363;2017-2018;29;0,65;3,98;12,89;8,07;-;25,16;7,85;12,42;3,47;1,97;1,17;1,03
1363;2017-2018;30;0,66;4,28;13,25;7,76;-;19,78;6,66;12,42;2,99;1,97;1,17;1,03
1363;2017-2018;31;0,71;-;11,85;7,15;-;15,95;-;12,59;-;1,97;1,17;-
1363;2018-2019;1;1,03;2,49;1,35;1,80;19,61;4,57;2,79;3,09;1,08;2,08;0,77;0,55
1363;2018-2019;2;1,03;12,95;1,29;1,80;15,96;4,18;2,66;2,83;1,01;2,27;0,77;0,85
1363;2018-2019;3;1,03;11,79;1,24;1,80;12,94;4,07;2,81;2,65;1,13;2,19;0,82;0,71
1363;2018-2019;4;1,03;8,71;1,32;1,80;11,30;4,48;2,75;2,54;0,98;2,65;0,74;0,55
1363;2018-2019;5;1,03;15,50;1,22;1,80;12,36;4,16;2,67;2,32;1,20;2,13;0,80;0,58
1363;2018-2019;6;1,03;11,78;1,17;1,80;14,80;8,52;2,52;2,26;1,24;1,80;0,69;0,63
1363;2018-2019;7;1,03;15,16;1,17;1,80;15,26;6,66;2,44;2,13;1,50;1,66;0,71;0,55
1363;2018-2019;8;1,03;9,65;1,17;1,80;12,93;5,15;2,57;2,13;1,18;1,64;0,72;0,54
1363;2018-2019;9;1,03;7,15;1,12;1,80;11,50;4,60;2,53;2,04;1,09;1,48;0,73;0,54
1363;2018-2019;10;1,03;9,95;1,04;1,80;12,34;4,90;2,66;2,14;1,09;1,38;0,66;1,47
1363;2018-2019;11;1,03;10,68;1,03;1,80;11,91;5,04;3,13;1,88;1,45;1,29;0,74;3,25
1363;2018-2019;12;1,03;12,51;1,03;1,80;9,68;4,60;2,99;1,79;1,70;1,23;0,71;1,63
1363;2018-2019;13;1,03;8,23;1,32;1,80;8,13;4,71;2,98;1,68;1,33;1,19;0,70;1,02
1363;2018-2019;14;1,03;6,14;1,91;1,80;7,18;4,14;3,29;1,59;1,33;1,19;0,63;0,90
1363;2018-2019;15;1,03;5,17;1,86;1,51;6,69;3,81;5,50;1,59;1,24;1,17;0,60;0,81
1363;2018-2019;16;1,03;4,29;1,97;1,13;6,24;3,59;5,32;1,52;1,18;1,09;0,59;0,88
1363;2018-2019;17;1,03;3,56;1,90;1,18;5,95;3,78;4,20;1,97;1,11;1,11;0,64;1,18
1363;2018-2019;18;1,03;3,03;1,84;1,11;6,18;3,94;5,44;1,90;1,11;1,12;0,61;1,38
1363;2018-2019;19;1,03;2,90;1,83;1,30;6,12;3,91;8,81;1,87;1,04;1,02;0,75;1,01
1363;2018-2019;20;1,03;2,70;1,80;5,35;5,48;4,08;7,37;1,81;1,22;0,90;0,73;0,91
1363;2018-2019;21;1,03;2,54;1,80;11,52;5,15;3,99;6,07;1,66;2,10;0,99;0,72;0,80
1363;2018-2019;22;1,03;2,15;1,80;10,42;4,89;3,80;5,17;1,58;1,89;1,03;0,62;1,43
1363;2018-2019;23;1,03;1,82;1,80;74,36;4,92;3,56;4,91;1,52;1,60;0,91;0,56;1,07
1363;2018-2019;24;1,03;1,61;1,80;133,01;4,63;3,40;4,42;1,58;6,33;0,88;0,60;0,87
1363;2018-2019;25;1,03;2,50;1,80;69,69;4,50;3,46;4,14;1,47;7,24;0,82;0,61;0,83
1363;2018-2019;26;1,03;2,72;1,80;29,76;4,69;3,27;3,87;1,35;4,58;0,97;0,66;0,76
1363;2018-2019;27;1,05;2,48;1,80;18,44;5,50;3,11;3,68;1,39;3,39;1,12;0,65;0,76
1363;2018-2019;28;1,08;2,08;1,80;13,57;5,18;2,96;3,53;1,35;2,78;1,10;0,54;0,71
1363;2018-2019;29;1,17;1,73;1,80;12,13;-;2,85;3,40;1,24;2,36;0,94;0,56;0,72
1363;2018-2019;30;1,44;1,58;1,80;11,24;-;2,81;3,20;1,23;2,15;0,80;0,55;0,66
1363;2018-2019;31;1,97;-;1,80;16,70;-;2,83;-;1,17;-;0,86;0,60;-
1363;2019-2020;1;0,65;1,95;14,36;6,02;7,74;1,94;3,85;9,24;2,17;1,91;0,60;0,84
1363;2019-2020;2;0,57;1,90;18,92;5,50;7,20;5,13;4,72;7,75;2,14;1,52;0,61;0,63
1363;2019-2020;3;0,57;1,85;17,29;5,10;6,22;4,99;4,43;6,72;1,94;1,54;0,64;0,54
1363;2019-2020;4;0,59;2,07;13,03;4,66;5,46;5,47;4,01;5,93;1,97;1,39;0,52;0,57
1363;2019-2020;5;0,65;2,99;10,78;4,35;4,73;5,36;3,82;5,28;1,88;1,42;0,52;0,54
1363;2019-2020;6;0,56;5,23;9,15;4,11;4,20;5,80;4,44;4,74;1,77;1,33;0,52;0,60
1363;2019-2020;7;0,56;5,24;8,01;3,81;3,82;6,59;4,37;4,20;2,07;1,32;0,44;0,57
1363;2019-2020;8;0,60;6,08;8,18;3,60;3,81;7,13;4,34;4,45;2,04;1,34;0,48;0,59
1363;2019-2020;9;0,56;7,60;8,36;3,44;3,41;6,36;4,04;4,15;1,97;1,31;0,44;0,55
1363;2019-2020;10;0,56;17,11;7,06;3,42;3,32;5,60;5,45;4,26;1,83;1,34;0,44;0,44
1363;2019-2020;11;0,60;23,39;7,06;3,20;3,27;5,02;8,77;4,11;1,72;1,32;0,69;0,44
1363;2019-2020;12;0,54;19,87;8,12;3,04;3,14;4,70;11,19;4,06;2,12;1,32;0,89;0,48
1363;2019-2020;13;0,54;56,82;21,98;2,99;2,99;4,76;12,99;4,18;2,00;1,32;0,83;0,44
1363;2019-2020;14;0,75;34,69;14,91;2,79;2,83;4,28;11,24;5,13;1,81;1,32;0,57;0,51
1363;2019-2020;15;0,72;36,35;13,26;3,04;2,73;4,05;10,17;8,77;1,72;1,34;0,56;0,67
1363;2019-2020;16;0,66;25,86;54,77;3,48;2,55;5,67;10,64;9,54;1,70;1,25;0,57;0,53
1363;2019-2020;17;0,78;19,87;57,30;4,20;3,14;6,96;23,78;7,22;1,79;0,91;0,53;0,45
1363;2019-2020;18;0,70;29,03;38,26;3,57;2,92;10,62;20,71;5,89;1,80;0,65;0,69;1,38
1363;2019-2020;19;1,08;21,13;131,83;5,14;2,62;11,90;16,87;4,91;1,67;0,65;0,51;0,96
1363;2019-2020;20;7,07;17,09;88,44;4,50;2,55;10,71;14,57;4,29;1,53;0,65;0,44;0,71
1363;2019-2020;21;4,47;16,86;47,19;3,98;2,36;9,34;12,96;3,79;1,57;0,64;0,54;0,82
1363;2019-2020;22;3,08;26,30;37,79;4,38;2,26;8,31;11,66;3,53;1,50;0,54;0,44;1,04
1363;2019-2020;23;18,96;40,84;26,38;4,66;2,13;7,13;10,26;3,38;1,52;0,54;0,44;0,81
1363;2019-2020;24;13,70;25,83;20,91;4,43;2,16;6,11;8,83;3,12;1,52;0,54;0,44;0,66
1363;2019-2020;25;7,25;24,14;17,12;4,31;2,03;5,46;8,82;3,01;1,61;0,54;0,50;0,63
1363;2019-2020;26;4,86;31,72;14,24;4,17;2,06;4,88;11,11;2,67;1,50;0,54;0,44;0,76
1363;2019-2020;27;3,66;28,07;11,76;4,32;1,93;4,47;18,85;2,54;1,47;0,53;0,44;1,29
1363;2019-2020;28;3,07;20,57;10,13;5,00;1,90;4,03;16,69;2,30;1,39;0,59;0,47;1,30
1363;2019-2020;29;2,60;18,91;8,65;5,81;1,86;3,70;13,13;2,26;1,46;0,54;0,98;0,98
1363;2019-2020;30;2,27;16,04;7,58;8,68;-;3,69;10,96;2,13;1,51;0,53;2,56;0,83
1363;2019-2020;31;2,08;-;6,69;7,58;-;3,47;-;2,08;-;0,84;1,18;-
1363;2020-2021;1;0,66;2,61;1,79;11,97;13,54;8,11;3,46;5,40;1,51;2,12;0,75;0,44
1363;2020-2021;2;3,55;2,50;1,94;10,17;13,17;11,03;3,58;4,79;1,49;2,02;0,69;0,77
1363;2020-2021;3;4,75;2,85;1,86;8,85;17,71;9,88;3,33;4,37;1,49;1,83;0,65;1,12
1363;2020-2021;4;3,47;3,11;2,23;8,76;12,23;8,59;3,10;4,04;1,71;1,67;0,70;0,54
1363;2020-2021;5;2,99;3,03;2,76;7,80;10,37;7,65;2,88;3,64;1,47;1,55;0,66;0,52
1363;2020-2021;6;2,35;3,70;2,96;6,99;24,07;6,78;2,81;3,41;1,34;1,47;0,59;0,45
1363;2020-2021;7;1,93;5,44;4,65;6,44;19,47;6,07;2,66;3,15;1,28;1,43;0,55;0,44
1363;2020-2021;8;1,66;5,02;8,47;5,95;14,75;5,62;2,59;2,94;1,20;1,46;0,53;0,47
1363;2020-2021;9;1,44;4,48;7,31;5,69;12,91;4,96;2,58;2,81;1,18;1,33;0,57;0,44
1363;2020-2021;10;1,51;3,92;17,75;5,36;11,33;-;2,83;2,95;1,08;1,21;0,50;0,46
1363;2020-2021;11;1,70;3,46;53,55;4,92;10,34;-;6,64;2,93;1,08;1,12;0,49;0,46
1363;2020-2021;12;1,68;3,11;27,20;4,67;15,43;-;5,72;2,81;1,02;1,25;0,54;0,44
1363;2020-2021;13;2,85;2,79;16,71;4,63;12,62;-;5,15;3,12;1,00;1,23;0,50;0,51
1363;2020-2021;14;5,31;2,51;15,40;4,82;10,87;-;4,64;5,25;0,99;1,07;0,44;1,39
1363;2020-2021;15;6,68;2,43;11,91;5,93;10,55;3,39;4,32;3,80;0,95;0,99;0,44;0,69
1363;2020-2021;16;6,63;2,46;13,78;6,45;9,79;3,25;3,94;3,74;1,04;0,98;0,44;1,19
1363;2020-2021;17;4,40;2,18;12,73;7,03;8,26;3,09;3,67;3,40;1,43;0,87;0,46;0,77
1363;2020-2021;18;3,29;2,24;9,86;10,29;8,92;3,05;3,50;3,15;6,20;0,84;0,48;0,90
1363;2020-2021;19;2,69;2,35;8,74;11,62;8,00;4,46;3,45;3,01;6,93;0,87;0,50;0,67
1363;2020-2021;20;7,17;2,26;7,33;17,95;8,21;6,55;2,94;2,64;3,96;0,78;0,44;1,02
1363;2020-2021;21;26,87;2,13;7,10;26,37;19,64;4,88;2,70;2,47;3,41;0,77;0,45;2,36
1363;2020-2021;22;14,51;2,03;7,10;31,75;19,83;4,51;2,73;2,38;6,12;0,74;0,46;1,35
1363;2020-2021;23;9,18;1,96;6,72;20,93;13,59;4,19;2,57;2,22;10,82;0,69;0,45;0,99
1363;2020-2021;24;6,38;1,86;5,93;21,39;11,30;3,97;2,42;2,03;6,58;0,71;0,44;0,86
1363;2020-2021;25;8,91;1,92;5,99;35,49;11,40;3,86;2,46;1,91;4,76;0,74;0,45;0,87
1363;2020-2021;26;7,52;2,47;5,28;32,97;10,57;3,71;2,86;1,85;3,91;0,72;0,49;0,90
1363;2020-2021;27;5,80;2,31;5,04;35,09;9,34;3,80;2,96;1,68;3,50;0,65;0,44;0,75
1363;2020-2021;28;4,65;2,11;8,55;33,13;8,31;3,45;3,12;1,69;3,01;0,73;0,44;0,67
1363;2020-2021;29;3,89;2,01;10,32;29,59;-;3,38;4,02;1,79;2,63;0,64;0,44;0,65
1363;2020-2021;30;3,32;1,86;9,42;24,04;-;3,36;5,82;1,68;2,46;0,62;0,49;0,64
1363;2020-2021;31;2,94;-;9,73;16,07;-;3,46;-;1,54;-;0,89;0,47;-